日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,2,ブリーズオンチーク,吉田豊,4.2,,18.532,0.721,354.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,3,カーラデマドレ,ルメール,8.5,,0.448,0.886,4.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,4,エルフストラック,三浦皇成,27.0,△,5.795,0.721,17.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,5,デファイ,原優介,4.2,,9.446,0.721,180.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,6,ミラクルキャッツ,大野拓弥,6.8,,4.081,0.721,48.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,7,パイシャオピン,津村明秀,32.3,▲,1.536,0.808,3.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,8,マイスターヴェルク,菊沢一樹,18.7,×,3.327,0.729,14.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,9,サツキノジョウ,岩田康誠,6.8,,3.251,0.732,38.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,10,フィールオーサム,荻野極,39.5,◎,3.558,0.721,7.2,EV=3.56>=3.0上限除外(valid=59%),,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,11,アルドール,石川裕紀,8.0,,2.233,0.777,22.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,12,コパノエビータ,長浜鴻緒,3.1,,6.939,0.721,176.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,13,ヴォンフレ,松岡正海,13.8,,4.618,0.721,26.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,14,レイバックスピン,戸崎圭太,35.3,◯,2.691,0.757,6.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,15,ヴァリオーサ,柴田善臣,8.0,,12.672,0.721,126.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中山,12,2勝,ダート1800m,2026032206020812,16,コンティオ,横山和生,4.2,,0.329,0.937,6.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,1,オドワローズ,亀田温心,11.2,,10.814,0.721,77.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,2,ロマンスドール,丸田恭介,1.5,,8.094,0.721,428.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,3,ライヴマルガリータ,古川吉洋,6.6,,1.956,0.779,23.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,4,メエメエ,永島まな,15.0,△,16.906,0.721,90.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,5,コイバナ,幸英明,15.0,×,5.967,0.721,31.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,6,コズミックフレア,団野大成,21.9,▲,2.274,0.776,8.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,7,ヴァイヴァーイ,小崎綾也,15.0,,4.409,0.721,23.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,8,ディレクティオ,吉田隼人,5.7,,17.625,0.721,246.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,9,エイカイコバチ,西塚洸二,15.0,,1.07,0.841,5.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,10,セレーノ,田山旺佑,29.6,◯,2.441,0.768,6.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,11,レステダンルヴァン,吉村誠之,5.7,,0.429,0.894,6.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,12,エアトベーレ,嶋田純次,40.5,◎,1.064,0.841,2.1,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,13,スーパーシスター,河原田菜,15.0,,9.438,0.721,50.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,1,未勝利,ダート1800m,2026032207010401,14,エボニードール,舟山瑠泉,7.9,,6.311,0.721,63.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,1,メイショウセンドウ,吉田隼人,24.2,×,2.181,0.777,7.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,2,ファイナルフォーム,田山旺佑,1.0,,3.402,0.725,267.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,3,レディソフィア,丸野勝虎,3.1,,11.945,0.721,304.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,4,スタームーンナイト,横山武史,32.3,△,1.577,0.803,3.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,5,バイデント,亀田温心,17.4,,4.236,0.721,19.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,6,ジュンクロノシップ,幸英明,6.8,,4.369,0.721,51.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,7,セイブルーアイ,長岡禎仁,5.6,,6.852,0.721,97.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,8,シンクシビリティ,河原田菜,3.1,,14.924,0.721,379.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,9,アルムアポジェ,秋山稔樹,42.9,◯,3.643,0.721,6.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,10,デルマアサマ,松若風馬,10.4,,22.578,0.721,173.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,11,リューカデンドロン,今村聖奈,8.5,,9.983,0.721,93.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,12,ショウナンバーボン,吉村誠之,39.5,▲,6.819,0.721,13.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,13,フォーオール,横山典弘,1.0,,0.23,0.95,18.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,14,メイショウライゴー,浜中俊,47.2,◎,1.829,0.78,3.1,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,15,モズガネシア,富田暁,3.1,,0.405,0.904,10.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,2,未勝利,ダート1400m,2026032207010402,16,エコロボルト,団野大成,3.1,,0.633,0.805,16.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,1,アレキサンダーサン,嶋田純次,4.2,,24.444,0.721,467.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,2,ミカレオス,荻野琢真,5.6,,18.233,0.721,261.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,3,ライヴジントニック,舟山瑠泉,30.0,△,2.065,0.778,5.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,4,キミガイチバンイイ,小林美駒,3.1,,8.503,0.721,216.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,5,サンライズビクター,団野大成,7.8,,1.551,0.806,16.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,6,リアライズブライト,浜中俊,6.8,,0.55,0.841,6.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,7,ピエナオルカ,幸英明,47.2,◎,2.654,0.759,4.5,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,8,シンゼンコジロウ,今村聖奈,1.0,,2.421,0.769,190.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,9,ヴレパリジャン,富田暁,5.6,,13.802,0.721,197.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,10,ジーティーピカソ,吉村誠之,38.2,◯,2.151,0.778,4.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,11,アデルフィー,吉田隼人,17.4,,3.259,0.732,15.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,12,リバーソニック,西村淳也,34.3,▲,2.057,0.778,4.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,13,ヴァンドゥーヴル,小崎綾也,18.8,,3.927,0.721,16.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,14,ルーナディサングエ,菅原隆一,26.6,×,9.659,0.721,29.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,3,未勝利,ダート1800m,2026032207010403,15,タイキジュビリー,国分恭介,12.4,,5.15,0.721,33.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,1,コティノス,田山旺佑,6.8,,0.33,0.937,3.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,2,ウインファイネスト,舟山瑠泉,6.8,,5.453,0.721,64.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,3,ブライトエアリー,西村淳也,32.3,△,2.789,0.753,6.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,4,ワンダーシャッフル,河原田菜,38.2,◯,5.498,0.721,11.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,5,チュオンソン,横山典弘,1.0,,0.449,0.885,35.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,6,メイショウケンゴウ,松若風馬,12.4,,1.634,0.795,10.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,7,トンデトンデトンデ,亀田温心,5.6,,21.435,0.721,307.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,8,リードアクター,丸山元気,9.1,,9.537,0.721,83.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,9,ロスニーニョス,古川吉洋,5.2,,14.372,0.721,220.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,10,ウィスカーパッド,横山武史,47.2,◎,1.475,0.816,2.5,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,11,ロザーンジュ,今村聖奈,34.2,▲,3.077,0.74,7.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,12,ベジョータ,富田暁,3.1,,11.454,0.721,291.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,13,スターアライズ,石神深道,1.0,,2.991,0.744,235.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,14,メイショウハンター,浜中俊,5.6,,2.34,0.773,33.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,4,未勝利,芝2000m,2026032207010404,15,ディープマウンテン,木幡初也,30.6,×,7.679,0.721,20.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,1,コスモアルペジオ,杉原誠人,9.1,,7.703,0.721,67.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,2,エクストラダーク,石神深道,6.8,,14.081,0.721,166.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,3,エンヴェロップ,吉村誠之,34.3,◯,6.0,0.721,14.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,4,ルージュプルーヴ,西村淳也,9.1,,1.174,0.84,10.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,5,コールラヴ,小崎綾也,34.3,▲,2.871,0.749,6.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,6,ビッグヒーロー,団野大成,38.2,◎,0.765,0.814,1.6,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,7,アゲンストオッズ,横山武史,13.8,,1.747,0.78,10.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,8,シンデレラガール,松若風馬,3.1,,1.206,0.839,30.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,9,エフティヴェント,吉田隼人,20.1,△,13.745,0.721,54.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,10,エイシンリーガル,永島まな,5.6,,8.024,0.721,115.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,11,エルミー,田辺裕信,18.7,×,7.45,0.721,31.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,12,ナムラソラン,和田陽希,8.5,,23.453,0.721,219.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,13,ノーブルクインダム,国分恭介,5.6,,17.046,0.721,243.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,14,ブラックジャック,横山典弘,4.2,,0.648,0.799,12.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,15,サンジルダール,西塚洸二,1.0,,3.681,0.721,289.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,5,未勝利,芝1600m,2026032207010405,16,スターアスコット,田山旺佑,3.1,,1.32,0.834,33.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,1,マーゴットレジーナ,浜中俊,5.6,,0.448,0.886,6.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,2,サラスヴァティー,横山武史,39.5,◎,0.988,0.837,2.0,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,3,サンセットビュー,小崎綾也,4.2,,2.227,0.777,42.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,4,ジェルブロア,西村淳也,32.3,▲,5.376,0.721,13.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,5,ホウオウペトリュス,富田暁,34.3,◯,5.314,0.721,12.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,6,ダノンフィオーレ,西塚洸二,3.1,,0.389,0.911,9.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,7,シェーンシュティア,杉原誠人,12.4,,2.754,0.754,17.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,8,クインズエクレア,長岡禎仁,3.1,,11.344,0.721,288.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,9,ドマーネ,国分恭介,27.0,△,5.425,0.721,16.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,10,ストラニエーロ,吉村誠之,5.6,,12.66,0.721,180.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,11,アフェシス,柴田裕一,5.6,,19.681,0.721,280.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,12,ウアーシュプルング,幸英明,13.8,,2.958,0.745,17.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,13,ブラックドレス,永島まな,4.2,,17.424,0.721,333.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,14,イリスレーン,河原田菜,10.4,,6.49,0.721,49.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,15,シェーラ,松若風馬,17.4,×,16.902,0.721,77.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,16,ホウオウタイタン,田山旺佑,1.0,,0.629,0.807,49.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,6,1勝,芝2000m,2026032207010406,17,コスモイシュタル,石神深道,4.2,,0.601,0.819,11.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,1,ヴァズレーヌ,小崎綾也,3.1,,0.845,0.825,21.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,2,ガイ,木幡初也,3.1,,10.751,0.721,273.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,3,リアルショット,長岡禎仁,3.1,,10.157,0.721,258.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,4,カルツァクライン,永島まな,4.2,,12.097,0.721,231.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,5,レヴァンテシチー,団野大成,47.2,◎,1.534,0.809,2.6,,,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,6,ハイグッドワールド,柴田裕一,34.2,△,16.452,0.721,38.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,7,スコーピオンイメル,富田暁,34.3,▲,4.071,0.721,9.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,8,コスモシェルベット,幸英明,4.2,,2.452,0.768,46.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,9,ローズマイスター,横山武史,25.6,×,2.658,0.759,8.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,10,ルージュマローネ,杉原誠人,13.8,,9.704,0.721,56.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,11,ペロ,丸山元気,24.2,,3.665,0.721,12.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,12,ロードアルディート,西村淳也,35.3,◯,1.279,0.836,2.9,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,13,テルアスワッド,田山旺佑,9.1,,3.122,0.738,27.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,14,ブルーストレイル,城戸義政,13.8,,35.285,0.721,204.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,7,1勝,ダート1800m,2026032207010407,15,メイショウクモイ,横山典弘,7.8,,1.406,0.826,14.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,1,コムーネ,石神深道,3.1,,6.531,0.721,166.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,2,ルクスノア,荻野琢真,5.2,,1.815,0.78,27.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,3,ビッグフラワー,吉村誠之,25.6,△,3.523,0.721,11.0,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,4,ミエノブラボー,丸山元気,35.3,◎,6.75,0.721,15.3,EV=6.75>=3.0上限除外(valid=59%),,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,5,ゴコウサス,小沢大仁,34.2,▲,97.516,0.721,228.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,6,ペイシャアーサー,国分恭介,5.6,,1.513,0.811,21.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,7,ルージュナリッシュ,横山典弘,17.4,×,3.194,0.735,14.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,8,ガーデンプランナー,長岡禎仁,5.6,,24.882,0.721,356.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,9,シンヒダカゴールド,古川吉洋,7.8,,3.761,0.721,38.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,10,ロンティケチャップ,松若風馬,17.4,,3.867,0.721,17.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,11,ジュエルハウス,柴田裕一,3.1,,4.224,0.721,107.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,12,チムグクル,小崎綾也,35.3,◯,1.368,0.831,3.1,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,13,フクシマコウヨウ,田辺裕信,1.0,,2.751,0.755,216.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,14,エイヘンハールト,西村淳也,13.8,,0.588,0.825,3.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,15,ディオデルマーレ,浜中俊,9.1,,0.615,0.813,5.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,16,ヴァイタルピース,西塚洸二,9.1,,6.096,0.721,53.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,17,ガウラスパーク,亀田温心,3.1,,2.208,0.777,56.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,8,1勝,芝1400m,2026032207010408,18,ウインレオネッサ,田山旺佑,6.8,,7.138,0.721,84.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,1,コルテオソレイユ,浜中俊,27.0,×,1.28,0.836,3.8,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,2,ピエドゥラパン,横山武史,44.6,◯,1.839,0.779,3.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,3,チュウワカーネギー,西村淳也,39.5,▲,1.828,0.78,3.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,4,ネッタイヤライ,富田暁,47.1,◎,6.54,0.721,11.1,EV=6.54>=3.0上限除外(valid=59%),,,,0,,0,,,0,,,0,,,0,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,5,リピ,西塚洸二,12.6,,13.709,0.721,87.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,6,アイガーリー,古川吉洋,20.1,,4.077,0.721,16.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,7,リアライズブラーヴ,吉村誠之,12.6,,1.837,0.779,11.7,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,8,テーオーアルアイン,団野大成,39.5,△,8.647,0.721,17.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,9,ワタシイノッテマス,丸野勝虎,5.2,,18.447,0.721,282.5,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,9,1勝,芝1600m,2026032207010409,10,ブルースカイブルー,幸英明,27.0,,2.83,0.751,8.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,1,ベルイストワール,杉原誠人,3.1,,5.045,0.721,128.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,2,コスモコンフェルマ,団野大成,13.8,,3.736,0.721,21.6,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,3,ジョータルマエ,鮫島良太,9.9,,1.016,0.838,8.2,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,4,シゲルカミカゼ,舟山瑠泉,3.1,,2.409,0.77,61.3,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,5,エクストラノート,田山旺佑,1.0,,2.813,0.752,221.4,,,,,,,,,,,,,,,,,,,,,,
2026.3.22,中京,10,2勝,ダート1900m,2026032207010410,6,テーオーライマン,秋山稔樹,18.7,,1.312,0.835,5.6,,,,,,,,,,,,,,,,,,,,,,
